Pesticide name,CAS #,Pesticide type,Mode of Action-short version,Mode of Action-Classification-site target,Survey inclusion (name),"Screened in a survey (N=0, Y=1)",Number of surveys screening (N),LD50 Oral Geometric mean (ug/bee),Oral LD50 Source,LD50 Contact Geometric mean (ug/bee),Contact LD50 Source,LOAEL Lowest sublethal significant dose of the publication per effect and exposure type (all Unit Measures),LOAEL Unit measure,"LOAEL Lowest sublethal significant dose per publication per effect and exposure type (μg bee-1, or ug bee-1 per day)",LOAEL Category (μg bee-1),SubTR (LOAEL/LD50),SubTR Category,Exposure type (oral vs contact),Exposure type (acute vs chronic),Exposure duration (h),Time (after exposure) of significant effect (h),Main feed type category,Subcategory of feed type,Feed type concentration provided (%),Bee type,Genus,Species,Species details,Sublethal effect main category,Sublethal effect sub-category,Sublethal effect-details,Original reference,Reference year,Review reference
Diethofencarb,87130-20-9,Fungicide,FRAC B,FRAC 10 (B2),"Tosi et al., 2018",1,1,100,PPDB,100,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Diethyltoluamide,134-62-3,Insecticide,NA,NA,"APHIS, ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,"Abramson, C. I., T. Giray, T. A. Mixson, S. L. Nolf, H. Wells, A. Kence, and M. Kence. ""Proboscis Conditioning Experiments with Honeybees, Apis Mellifera Caucasica, with Butyric Acid and Deet Mixture as Conditioned and Unconditioned Stimuli."" Journal of Insect Science 10 (Jul 2010).",2010, 
Difenoconazole,119446-68-3,Fungicide,FRAC G,FRAC 3 (G1),"APHIS, Pacific North West, Poshbee H2020, ",1,3,177,PPDB,100,PPDB| OpenFoodTox,200,ppm,,,,,Contact,Chronic,,15,,,,Adults,Apis,Apis mellifera,Apis mellifera,Behavioural,Motion coordination,Agitation and changes in motor coordination,"Leite, D. T., R. B. Sampaio, C. O. Santos, J. N. Santos, E. D. Chambó, C. A. L. Carvalho, and G. S. Sodré. 2018. ""Toxicity of fenpyroximate, difenoconazole and mineral oil on apis mellifera L.""  Sociobiology 65 (4):737-743. doi: 10.13102/sociobiology.v65i4.3416.",2018, 
Difenoconazole,119446-68-3,Fungicide,FRAC G,FRAC 3 (G1),"APHIS, Pacific North West, Poshbee H2020, ",1,3,177,PPDB,100,PPDB| OpenFoodTox,,,,,,,Oral,Chronic,96,15,Carbohydrates,,,Adults,Apis,Apis mellifera,Apis mellifera,Behavioural,Activity,Agitation and changes in motor coordination,"Leite, D. T., R. B. Sampaio, C. O. Santos, J. N. Santos, E. D. Chambó, C. A. L. Carvalho, and G. S. Sodré. 2018. ""Toxicity of fenpyroximate, difenoconazole and mineral oil on apis mellifera L.""  Sociobiology 65 (4):737-743. doi: 10.13102/sociobiology.v65i4.3416.",2018, 
Difenoconazole,119446-68-3,Fungicide,FRAC G,FRAC 3 (G1),"APHIS, Pacific North West, Poshbee H2020, ",1,3,177,PPDB,100,PPDB| OpenFoodTox,12,μM,,,,,,,,,,,, ,Bombus,Bombus terrestris,Bombus terrestris,Physiological,Biochemical,Inhibition of mitochondrial respiration: inhibited electron transport at the level of Complex I and glycerol-3-phosphate dehydrogenase.,"Syromyatnikov, M. Y., A. V. Kokina, A. V. Lopatin, A. A. Starkov, and V. N. Popov. ""Evaluation of the Toxicity of Fungicides to Flight Muscle Mitochondria of Bumblebee (Bombus Terrestris L.)."" Pesticide Biochemistry and Physiology 135 (Jan 2017): 41-46.",2017, 
Diflubenzuron,35367-38-5,Insecticide,IRAC 15,IRAC 15,"APHIS, Pacific North West, Porrini et al., 2016, ",1,3,9.1,PPDB,74.2,PPDB,3.41,μg/bee,3.41,≥1,0.374725275,<1,Oral,,,,Carbohydrates,Sugar solution,,Adults,Apis,Apis mellifera,Apis mellifera,Cognitive,Learning and memory, ,"Abramson, C. I., J. Squire, A. Sheridan, and P. G. Mulder. ""The Effect of Insecticides Considered Harmless to Honey Bees (Apis Mellifera): Proboscis Conditioning Studies by Using the Insect Growth Regulators Tebufenozide and Diflubenzuron."" Environmental Entomology 33, no. 2 (Apr 2004): 378-88.",2004, 
Diflubenzuron,35367-38-5,Insecticide,IRAC 15,IRAC 15,"APHIS, Pacific North West, Porrini et al., 2016, ",1,3,9.1,PPDB,74.2,PPDB,50,μg/bee,50,≥1,5.494505495,≥1,Oral,Chronic,144,,Carbohydrates,Sugar solution,,Adults,Apis,Apis mellifera,Apis mellifera,Physiological,Body development,"Supression of hypopharyngeal gland development (measured as size of acini) , weight less",P. R. Gupta and R. S. Chandel 1995 Effects of diflubenzuron and penfluron on workers of Apis cerana indica F and Apis mellifera L Apidologie,1995, 
Diflubenzuron,35367-38-5,Insecticide,IRAC 15,IRAC 15,"APHIS, Pacific North West, Porrini et al., 2016, ",1,3,9.1,PPDB,74.2,PPDB,50,μg/bee,50,≥1,,, ,,,,,,,Larvae,Apis,Multiple Apis,"Apis mellifera, Apis cerana indica",Physiological,Body development,Supressed hypopharangeal gland development,"Barker, R.J. and Taber, S. (1977). Effects of diflubenzuron fed to caged honey bees. Environ. Entomol. T, 167±8.",1977,"Thompson, Helen M. ""Behavioural Effects of Pesticides in Bees - Their Potential for Use in Risk Assessment."" Ecotoxicology 12, no. 1/4 (Feb-Aug 2003): 317-30."
Diflubenzuron,35367-38-5,Insecticide,IRAC 15,IRAC 15,"APHIS, Pacific North West, Porrini et al., 2016, ",1,3,9.1,PPDB,74.2,PPDB,10,ppm,,,,,,,,,,,,,Apis,Apis mellifera,Apis mellifera,Physiological,Reproduction,"Eliminated brood production, decrease of pollen and water intake, decrease of production comb, eggs and workers","Gupta, P.R., Chandel, R.S., 1995. Effects of diflubenzuron and penfluron on workers of Apis cerana indica F and Apis mellifera L. Apidologie 26, 3–10.",1995,"Thompson, Helen M. ""Behavioural Effects of Pesticides in Bees - Their Potential for Use in Risk Assessment."" Ecotoxicology 12, no. 1/4 (Feb-Aug 2003): 317-30."
Dimethenamid,87674-68-8,Herbicide,HRAC K3,HRAC K3,"APHIS, Pacific North West, ",1,2,1000,Ecotox,94,PPDB| OpenFoodTox,,,,,,,,,,,,,,,,,,,,,,,
Dimethoate,60-51-5,Insecticide,IRAC 1,IRAC 1B,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Poshbee H2020, Tosi et al., 2018",1,6,0.1,PPDB|OpenFoodTox,0.1,PPDB,0.002,μg/bee,0.002,<0.01,0.02,<0.1,Oral,Chronic,24,24,,,,,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,"Gene expression alteration: Induction of vitellogin on the mRNA and protein level, inhibition of the expression of domeless","Christen, V., Y. Joho, M. Vogel, and K. Fent. ""Transcriptional and PhysiologicalEffects of the Pyrethroid Deltamethrin and the Organophosphate Dimethoate in the Brain of Honey Bees (Apis Mellifera)."" Environ Pollut 244 (Jan 2019): 247-56.",2019, 
Dimethoate,60-51-5,Insecticide,IRAC 1,IRAC 1B,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Poshbee H2020, Tosi et al., 2018",1,6,0.1,PPDB|OpenFoodTox,0.1,PPDB,0.02,μg/bee,0.02,<0.1,0.2,<1,Oral,Chronic,24,,,,,,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,"Inhibition of acetylcholinesterase activity, induction of the transcript of defensin-1, induction of the vitellogenin transcript","Christen, V., Y. Joho, M. Vogel, and K. Fent. ""Transcriptional and PhysiologicalEffects of the Pyrethroid Deltamethrin and the Organophosphate Dimethoate in the Brain of Honey Bees (Apis Mellifera)."" Environ Pollut 244 (Jan 2019): 247-56.",2019, 
Dimethoate,60-51-5,Insecticide,IRAC 1,IRAC 1B,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Poshbee H2020, Tosi et al., 2018",1,6,0.1,PPDB|OpenFoodTox,0.1,PPDB,0.12,μg/bee,0.12,<1,,,Oral,,,,,,,Larvae,Apis,Apis mellifera,Apis mellifera carnica,Physiological,Biochemical,"Activation of the cellular response, increase of THC and DHC","Lopez, J. H., S. Krainer, A. Engert, W. Schuehly, U. Riessberger-Galle, and K. Crailsheim. ""Sublethal Pesticide Doses Negatively Affect Survival and the Cellular Responses in American Foulbrood-Infected Honeybee Larvae."" Sci Rep 7 (Feb 1 2017): 40853.",2017, 
Dimethoate,60-51-5,Insecticide,IRAC 1,IRAC 1B,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Poshbee H2020, Tosi et al., 2018",1,6,0.1,PPDB|OpenFoodTox,0.1,PPDB,0.313,ppm,,,,,Oral,Chronic,48,,,,,Larvae,Apis,Apis mellifera,Apis mellifera,Physiological,Body development,Reduced number of potentially viable pupae,"Davis, A. R., and R. W. Shuel. 1988. ""Laboratory studies of honeybee larval growth and development as affected by systemic insecticides at adult-sublethal levels.""  Journal of Apicultural Research 27 (3):146-161. doi: 10.1080/00218839.1988.11100795.",1988, 
Dimethoate,60-51-5,Insecticide,IRAC 1,IRAC 1B,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Poshbee H2020, Tosi et al., 2018",1,6,0.1,PPDB|OpenFoodTox,0.1,PPDB,580,ppb,,,,,Oral,Chronic,264,,,,,,Apis,Apis mellifera,Apis mellifera,Cognitive,Learning and memory, ,"Decourtye, A., J. Devillers, E. Genecque, K. Le Menach, H. Budzinski, S. Cluzeau, and M. H. Pham-Delegue. ""Comparative Sublethal Toxicity of Nine Pesticides on Olfactory Learning Performances of the Honeybee Apis Mellifera."" Arch Environ Contam Toxicol 48, no. 2 (Feb 2005): 242-50.",2005, 
Dimethoate,60-51-5,Insecticide,IRAC 1,IRAC 1B,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Poshbee H2020, Tosi et al., 2018",1,6,0.1,PPDB|OpenFoodTox,0.1,PPDB,,,,,,,Oral,Chronic,,,,,,,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,Inhibitory action on amylase activity,"Kumar, S. 2017. ""Effect of pesticides on amylase activity in foragers of apis mellifera l. Under laboratory conditions.""  Pollution Research 36 (3):619-622.",2017, 
Dimethoate,60-51-5,Insecticide,IRAC 1,IRAC 1B,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Poshbee H2020, Tosi et al., 2018",1,6,0.1,PPDB|OpenFoodTox,0.1,PPDB,,,,,,,Oral,Chronic,24,,,,,,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,Increase of Glutathione STransferase (GST) activity ,"Kumar, S. 2017. ""Effect of pesticides on glutathione S-transferase activities in forager worker bees of Apis Mellifera L.""  Biochemical and Cellular Archives 17 (1):295-299.",2017, 
Dimethoate,60-51-5,Insecticide,IRAC 1,IRAC 1B,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Poshbee H2020, Tosi et al., 2018",1,6,0.1,PPDB|OpenFoodTox,0.1,PPDB,1,ppm,,,,,,,,,,,,,Apis,Apis mellifera,Apis mellifera,Behavioural,Activity,Decreased flight activity,"Waller, G.D., Barker, R.J. and Martin, J.H. (1979). Effects of dimethoate on honeybee foraging. Chemosphere U, 461±3.",1979,"Thompson, Helen M. ""Behavioural Effects of Pesticides in Bees - Their Potential for Use in Risk Assessment."" Ecotoxicology 12, no. 1/4 (Feb-Aug 2003): 317-30."
Dimethomorph,110488-70-5,Fungicide,FRAC H,FRAC 40 (H5),"APHIS, Pacific North West, Porrini et al., 2016, Poshbee H2020, ",1,4,32.4,PPDB,102,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Dimoxystrobin,149961-52-4,Fungicide,FRAC C,FRAC 11 (C3),"Poshbee H2020, ",1,1,79.4,PPDB,100,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Dinotefuran,165252-70-0,Insecticide,IRAC 4,IRAC 4A,"APHIS, Pacific North West, Porrini et al., 2016, ",1,3,,,0.023,PPDB,0.000323,μg/bee,0.000323,<0.001,,,Oral,Acute,,24,,,,,Apis,Apis mellifera,Apis mellifera,Behavioural,Activity,Greater mean number of bouts of behavior,"Williamson, S. M., S. J. Willis, and G. A. Wright. ""Exposure to Neonicotinoids Influences the Motor Function of Adult Worker Honeybees."" Ecotoxicology 23, no. 8 (Oct 2014): 1409-18.",2014, 
Dinotefuran,165252-70-0,Insecticide,IRAC 4,IRAC 4A,"APHIS, Pacific North West, Porrini et al., 2016, ",1,3,,,0.023,PPDB,1,ppm,0.00081324,<0.001,,,Oral,Chronic,24,24,Carbohydrates,Sugar solution,50,Adults,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,"Decrease of AChE activity, significant inhibition of PPO, Carboxylesterase and GSI ","Badawy, Mohamed E. I., Hoda M. Nasr, and Entsar I. Rabea. ""Toxicity and Biochemical Changes in the Honey Bee Apis Mellifera Exposed to Four Insecticides under Laboratory Conditions."" Apidologie 46, no. 2 (2015): 177-93.",2015, 
Dinotefuran,165252-70-0,Insecticide,IRAC 4,IRAC 4A,"APHIS, Pacific North West, Porrini et al., 2016, ",1,3,,,0.023,PPDB,0.0075,μg/bee,0.0075,<0.01,0.326086957,<1,Contact,Acute,,,,,,,Apis,Apis mellifera,Apis mellifera,Cognitive,Orientation/navigation,Reduction of the proportion of homing flights,"Matsumoto, T. ""Reduction in Homing Flights in the Honey Bee Apis Mellifera after a Sublethal Dose of Neonicotinoid Insecticides."" Bulletin of Insectology 66, no. 1 (Jun 2013): 1-9.",2013, 
Diphenamid,957-51-7,Fungicide,HRAC K3,HRAC K3,"APHIS, Pacific North West, ",1,2,,,2432,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Diphenylamine,122-39-4,Insecticide,NA,NA,"APHIS, ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dithianon,3347-22-6,Fungicide,FRAC M,FRAC M09,"Porrini et al., 2016, ",1,1,25.4,PPDB,100,PPDB,2,μM,,,,,,,,,,,, ,Bombus,Bombus terrestris,Bombus terrestris,Physiological,Muscle activity,Inhibition of mitochondria respiration : inhibiton of succinate dehydrogenase and glycerol-3-phosphate dehydrogenase ; inhibition of mitochondrial oxidation of NAD-linked substrates or glycerol 3-phosphate.,"Syromyatnikov, M. Y., A. V. Kokina, A. V. Lopatin, A. A. Starkov, and V. N. Popov. ""Evaluation of the Toxicity of Fungicides to Flight Muscle Mitochondria of Bumblebee (Bombus Terrestris L.)."" Pesticide Biochemistry and Physiology 135 (Jan 2017): 41-46.",2017, 
Diuron,330-54-1,Herbicide,HRAC C2,HRAC C2,"APHIS, Calatayud-Vernich et al., 2018, ",1,2,86.75,PPDB,101.7,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Dodemorph,1593-77-7,Fungicide,FRAC G,FRAC 5 (G2),"Porrini et al., 2016, ",1,1,106.3,PPDB,76.6,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Emamectin Benzoate,155569-91-8,Insecticide,IRAC 6,IRAC 6,"APHIS, ",1,1,,,0.035,PPDB,0.001,MFR,,,,,Oral,Chronic,24,24,Carbohydrates,Sugar solution,,Adults,Apis,Apis mellifera,Apis mellifera,Behavioural,Feeding,Reduction of sugar consumption ,"Abdu-Allah, G. A. M., and B. R. Pittendrigh. ""Lethal and Sub-Lethal Effects of Select Macrocyclic Lactones Insecticides on Forager Worker Honey Bees under Laboratory Experimental Conditions."" Ecotoxicology 27, no. 1 (Jan 2018): 81-88.",2018, 
Emamectin Benzoate,155569-91-8,Insecticide,IRAC 6,IRAC 6,"APHIS, ",1,1,,,0.035,PPDB,,,,,,,,,,,,,,,Apis,Apis mellifera,Apis mellifera,,,,"Razik, Marama. ""Toxicity and Side Effects of Some Insecticides Applied in Cotton Fields on Apis Mellifera."" Environmental Science and Pollution Research 26, no. 5 (Feb 2019): 4987-96.",2019, 
Endosulfan sulfate,1031-07-8,Insecticide,NA,NA,"APHIS, EURL, Pacific North West, Porrini et al., 2016, ",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endosulfan sulfate,1031-07-8,Insecticide,NA,NA,"APHIS, EURL, Pacific North West, Porrini et al., 2016, ",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endrin,72-20-8,Insecticide,NA,NA,"APHIS, Pacific North West, ",1,2,,,0.46,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Epoxiconazole,135319-73-2,Fungicide,FRAC G,FRAC 3 (G1),"APHIS, Pacific North West, Poshbee H2020, ",1,3,83,PPDB,100,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Esfenvalerate,66230-04-04,Insecticide,IRAC 3,IRAC 3A,"APHIS, Pacific North West, Porrini et al., 2016, Tosi et al., 2018",1,4,0.21,PPDB,0.06,PPDB,0.01298,μg/bee,0.01298,<0.1,0.216333333,<1,Contact,Acute,2,25,,,,,Apis,Apis mellifera,Apis mellifera,Behavioural,Activity,Decrease of total distance moved,"Ingram, E. M., J. Augustin, M. D. Ellis, and B. D. Siegfried. ""Evaluating Sub-Lethal Effects of Orchard-Applied Pyrethroids Using Video-Tracking Software to Quantify Honey Bee Behaviors."" Chemosphere 135 (Sep 2015): 272-77.",2015, 
Ethalfluralin,55283-68-6,Herbicide,HRAC K1,HRAC K1,"APHIS, ",1,1,109.9,PPDB,100,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Ethion,563-12-2,Insecticide,IRAC 1,IRAC 1B,"APHIS, Calatayud-Vernich et al., 2018, Pacific North West, Tosi et al., 2018",1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethofumesate,26225-79-6,Herbicide,HRAC N,HRAC N,"APHIS, Pacific North West, ",1,2,50,PPDB,50,PPDB,,,,,,,,,,,,,,,,,,,,,"Khyzhnyak, S. V., S. V. Midyk, S. V. Sysoliatin, V. L. Kovalenko, L. M. Ishchenko, V. M. Voitsitskiy, and O. M. Yakubchak. ""The Content of Fatty Acids in the Tissues of Honey Bees after Feeding with Herbicide."" Ukrainian Journal of Ecology 8, no. 3 (2018): 51-54.",2018, 
Ethoprophos,13194-48-4,Insecticide,IRAC 1,IRAC 1B,"Porrini et al., 2016, ",1,1,4.07,PPDB,5.56,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Etofenprox,80844-07-01,Insecticide,IRAC 3,IRAC 3A,"APHIS, Calatayud-Vernich et al., 2018, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,5,0.093723,PPDB|OpenFoodTox,0.02387467,OpenFoodTox| PPDB,0.00325,μg/bee,0.00325,<0.01,0.136127536,<1,Contact,Acute,,,,,,,Apis,Apis mellifera,Apis mellifera,Cognitive,Orientation/navigation,Negatively affected the proportion of homing flights,"Matsumoto, T. ""Reduction in Homing Flights in the Honey Bee Apis Mellifera after a Sublethal Dose of Neonicotinoid Insecticides."" Bulletin of Insectology 66, no. 1 (Jun 2013): 1-9.",2013, 
Etofenprox,80844-07-01,Insecticide,IRAC 3,IRAC 3A,"APHIS, Calatayud-Vernich et al., 2018, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,5,0.093723,PPDB|OpenFoodTox,0.02387467,OpenFoodTox| PPDB,0.0375,unclear,,,,,Contact,Acute,,0.5,,,,Adults,Apis,Apis dorsata,Apis dorsata ,Physiological,Biochemical,"Increase of THC, Increase of  the percentage of prohaemocytes, plasmatocytes and granulocytes, and decrease of the percentage of oenocytoids and spherulocytes, abnormalities in the haemocytes","Perveen, N., and M. Ahmad. 2017. ""Toxicity of some insecticides to the haemocytes of giant honeybee, Apis dorsata F. under laboratory conditions.""  Saudi Journal of Biological Sciences 24 (5):1016-1022. doi: 10.1016/j.sjbs.2016.12.011.",2017, 
Etoxazole,153233-91-1,Insecticide,IRAC 10,IRAC 10B,"APHIS, Pacific North West, ",1,2,200,PPDB,200,PPDB,55,ppm,,,,,Oral,Chronic,1848,,Carbohydrates and proteins,,,Adults,Bombus,Bombus terrestris,Bombus terrestris,Physiological,Reproduction,Total loss of reproduction- no drones were produced during the entire experiment,"Besard, L., V. Mommaerts, J. Vandeven, X. Cuvelier, G. Sterk, and G. Smagghe. ""Compatibility of Traditional and Novel Varroacides with Bumblebees (Bombus Terrestris): A First Laboratory Assessment of Toxicity and Sublethal Effects."" Pest Management Science 66, no. 7 (Jul 2010): 786-93.",2010, 
Etoxazole,153233-91-1,Insecticide,IRAC 10,IRAC 10B,"APHIS, Pacific North West, ",1,2,200,PPDB,200,PPDB,55,ppm,,,,,Contact,Acute,,,Carbohydrates and proteins,,,Adults,Bombus,Bombus terrestris,Bombus terrestris,Physiological,Reproduction,50% reduction in reproduction,"Besard, L., V. Mommaerts, J. Vandeven, X. Cuvelier, G. Sterk, and G. Smagghe. ""Compatibility of Traditional and Novel Varroacides with Bumblebees (Bombus Terrestris): A First Laboratory Assessment of Toxicity and Sublethal Effects."" Pest Management Science 66, no. 7 (Jul 2010): 786-93.",2010, 
Etridiazole,2593-15-9,Fungicide,FRAC F,FRAC 14 (F3),"APHIS, Pacific North West, ",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etrimfos,38260-54-7,Insecticide,IRAC 1,IRAC 1B,"Tosi et al., 2018",1,1,,,0.1,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Famoxadone,131807-57-3,Fungicide,FRAC C,FRAC 11 (C3),"APHIS, Pacific North West, Poshbee H2020, ",1,3,1,PPDB,25,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Fenamidone,161326-34-7,Fungicide,FRAC C,FRAC 11 (C3),"APHIS, Pacific North West, Porrini et al., 2016, ",1,3,159.8,PPDB,74.8,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Fenamiphos,22224-92-6,Insecticide,IRAC 1,IRAC 1B,"Porrini et al., 2016, ",1,1,0.45,PPDB,0.28,PPDB| OpenFoodTox,,,,,,,,,,,,,,,,,,,,,,,
Fenamiphos-sulfon,31972-44-8,NA,NA,NA,"Porrini et al., 2016, ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fenamiphos-sulfoxide,31972-43-7,NA,NA,NA,"Porrini et al., 2016, ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fenarimol,60168-88-9,Fungicide,FRAC G,FRAC 3 (G1),"APHIS, Porrini et al., 2016, Tosi et al., 2018",1,3,10,PPDB,100,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Fenazaquin,120928-09-8,Insecticide,IRAC 21,IRAC 21A,"APHIS, Porrini et al., 2016, Tosi et al., 2018",1,3,4.29,PPDB|OpenFoodTox,1.21,PPDB| OpenFoodTox| OpenFoodTox,,,,,,,,,,,,,,,,,,,,,,,
Fenbuconazole,114369-43-6,Fungicide,FRAC G,FRAC 3 (G1),"APHIS, Pacific North West, Porrini et al., 2016, Tosi et al., 2018",1,4,5.2,PPDB,5.5,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Fenbutatin oxide,13356-08-06,Insecticide,IRAC 12,IRAC 12B,None,0,0,200,PPDB,200,PPDB,,,,,,,Oral,Chronic,,,Carbohydrates and proteins,,,Adults,Bombus,Bombus terrestris,Bombus terrestris,Physiological,Reproduction,,"Besard, L., V. Mommaerts, J. Vandeven, X. Cuvelier, G. Sterk, and G. Smagghe. ""Compatibility of Traditional and Novel Varroacides with Bumblebees (Bombus Terrestris): A First Laboratory Assessment of Toxicity and Sublethal Effects."" Pest Management Science 66, no. 7 (Jul 2010): 786-93.",2010, 
Fenhexamid,126833-17-8,Fungicide,FRAC G,FRAC 17 (G3),"Poshbee H2020, Tosi et al., 2018",1,2,102.07,PPDB|OpenFoodTox,200,PPDB| OpenFoodTox,,,,,,,,,,,,,,,,,,,,,,,
Fenitrothion,122-14-5,Insecticide,IRAC 1,IRAC 1B,"Calatayud-Vernich et al., 2018, EURL, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,5,0.2,PPDB,0.16,PPDB,0.2,nmol/bee,,,,,Injection,Acute,,0.25,,,,,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,Significant hypoglucosemia and hypotrehalosemia; inhibition of acetylcholinesterase activity by 60%,"Bendahou, N., M. Bounias, and C. Fleche. ""Toxicity of Cypermethrin and Fenitrothion on the Hemolymph Carbohydrates, Head Acetylcholinesterase, and Thoracic Muscle Na+, K+-Atpase of Emerging Honeybees (Apis Mellifera Mellifera. L)."" Ecotoxicology and Environmental Safety 44, no. 2 (Oct 1999): 139-46.",1999, 
Fenothiocarb,62850-32-2,Insecticide,IRAC 1,IRAC 1A,"Porrini et al., 2016, ",1,1,,,200,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Fenoxaprop-ethyl,66441-23-4,Herbicide,HRAC A,HRAC A,"APHIS, Pacific North West, ",1,2,,,300,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Fenoxaprop-p-ethyl,71283-80-2,Herbicide,HRAC A,HRAC A,"APHIS, ",1,1,147.616056,PPDB|OpenFoodTox,36.4,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Fenoxycarb,79127-80-3,Insecticide,IRAC 7,IRAC 7B,"Poshbee H2020, ",1,1,204,PPDB,204,PPDB,0.006,μg/larva,0.006,<0.01,,,Oral,Acute,,,,,,Larvae,Apis,Apis mellifera,Apis mellifera,Physiological,Body development,Emergence affected,"Aupinel P, Fortini D, Dufour H, Michaud B, Marolleau F, Tasei JN and Odoux JF, 2007. Toxicity of dimethoate and fenoxycarb to honey bee brood (Apis mellifera), using a new in vitro standardized feeding method. Pest Manag Science, 63, 1090-1094",2007,"EFSA Panel on Plant Protection, and their Residues (PPR). 2012. “Scientific Opinion on the Science behind the Development of a Risk Assessment of Plant Protection Products on Bees (Apis Mellifera, Bombus Spp. and Solitary Bees).” EFSA Journal 10 (5): 2668."
